date,high,low,open,volumefrom,volumeto,close,replyCount,retweetCount,likeCount,quoteCount,followersCount,listedCount,isReplied,isMentioned,charCount,mentionsCount,topics,probs,day,year,month,quarter,day_of_week,day_of_year,is_month_end,is_month_start,is_quarter_end,is_quarter_start,is_year_end,is_year_start,target,lag1,lag7,lag14,lag30,lag60,lag90,lag365
2018-11-28,4398.57,3822.94,3822.99,175435.76,726808596.57,4263.55,971,2034,30949,204,268919534,239952,1.0,1.0,209.0,1.0,4.0,0.91920495,28,2018,11,4,2,332,False,False,False,False,False,False,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2018-11-29,4444.39,4130.68,4263.52,112103.36,479575430.64,4286.69,4571,10124,154940,1314,1344597880,1199770,7.0,6.0,745.0,6.0,27.0,5.4964294,29,2018,11,4,3,333,False,False,False,False,False,False,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2018-11-30,4331.07,3916.3,4286.85,121993.57,497762735.43,4009.67,387,915,10521,204,672298830,599880,5.0,5.0,402.0,8.0,17.0,3.0192473,30,2018,11,4,4,334,True,False,False,False,False,False,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2018-12-01,4309.65,3942.62,4009.67,67774.58,280927570.31,4197.46,470,613,25003,162,1613517192,1439712,12.0,11.0,1226.0,21.0,64.0,5.941612,1,2018,12,4,5,335,False,True,False,False,False,False,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2018-12-02,4318.79,4077.67,4197.7,62748.83,262154694.41,4143.86,1466,2753,59787,241,537839208,479904,3.0,3.0,131.0,3.0,3.0,1.779367,2,2018,12,4,6,336,False,False,False,False,False,False,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-03,4159.01,3795.18,4143.86,107400.61,423985399.83,3871.41,2084,4668,71647,414,537839060,479904,2.0,2.0,557.0,4.0,8.0,1.7774184,3,2018,12,4,0,337,False,False,False,False,False,False,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
2018-12-04,4082.68,3770.92,3871.41,94655.27,373361232.89,3948.44,55,22,787,8,134459768,119976,1.0,1.0,24.0,1.0,1.0,0.59518176,4,2018,12,4,1,338,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2018-12-05,3961.8,3719.19,3948.44,83811.55,320944415.67,3737.53,7512,36055,263953,4728,941218516,839832,3.0,4.0,741.0,4.0,30.0,2.9845166,5,2018,12,4,2,339,False,False,False,False,False,False,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
2018-12-06,3883.43,3467.92,3737.53,159523.77,590923562.42,3485.18,,,,,,,,,,,,,6,2018,12,4,3,340,False,False,False,False,False,False,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2018-12-07,3576.11,3248.0,3485.18,206088.47,699930576.16,3420.57,1211,5385,56612,467,134459783,119976,0.0,0.0,173.0,0.0,6.0,0.48152155,7,2018,12,4,4,341,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-12-08,3602.49,3295.21,3420.57,104091.14,357548590.53,3461.07,115,142,2642,16,134459780,119976,1.0,1.0,225.0,3.0,11.0,0.40573516,8,2018,12,4,5,342,False,False,False,False,False,False,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-12-09,3718.58,3436.5,3461.07,83347.79,295321498.63,3592.84,4702,15216,181377,1772,1747977400,1559701,11.0,9.0,1944.0,15.0,46.0,5.838847,9,2018,12,4,6,343,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2018-12-10,3645.49,3416.77,3592.84,81855.33,287119758.11,3467.16,,,,,,,,,,,,,10,2018,12,4,0,344,False,False,False,False,False,False,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2018-12-11,3483.58,3348.98,3467.16,67519.71,230671778.42,3401.02,5369,14478,187338,1505,1882437060,1679678,12.0,10.0,1988.0,18.0,94.0,6.0834804,11,2018,12,4,1,345,False,False,False,False,False,False,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-12,3545.37,3380.48,3401.02,74415.95,257293632.74,3485.59,200,288,15162,72,134459782,119977,1.0,1.0,69.0,2.0,1.0,0.5074565,12,2018,12,4,2,346,False,False,False,False,False,False,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-12-13,3493.76,3272.81,3485.59,84592.04,286236674.73,3305.11,301,398,8844,53,134459809,119976,1.0,1.0,136.0,1.0,3.0,0.32664678,13,2018,12,4,3,347,False,False,False,False,False,False,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-14,3333.24,3180.97,3305.11,89133.43,290985461.02,3235.48,5935,59129,292533,5343,403379301,359928,2.0,2.0,63.0,2.0,17.0,1.8423433,14,2018,12,4,4,348,False,False,False,False,False,False,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2018-12-15,3271.76,3169.53,3235.48,51317.37,165378769.6,3232.51,309,529,16111,94,537839232,479908,4.0,4.0,414.0,9.0,9.0,2.1233728,15,2018,12,4,5,349,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-12-16,3319.83,3227.4,3232.51,45102.51,148182655.41,3255.37,803,1301,33124,149,268919604,239954,1.0,1.0,114.0,3.0,5.0,1.0567875,16,2018,12,4,6,350,False,False,False,False,False,False,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-17,3639.65,3239.06,3255.37,119831.24,412454521.38,3548.19,179,299,7505,34,134459808,119976,1.0,1.0,81.0,1.0,1.0,0.44134232,17,2018,12,4,0,351,False,False,False,False,False,False,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2018-12-18,3727.99,3481.46,3548.19,91609.53,327807644.75,3715.85,1830,5206,70163,527,941218453,839839,4.0,5.0,672.0,9.0,21.0,3.2883542,18,2018,12,4,1,352,False,False,False,False,False,False,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2018-12-19,3969.7,3693.57,3715.85,163016.15,620695447.39,3736.54,10037,29141,345295,4373,3361494322,2999425,18.0,15.0,3209.0,34.0,127.0,10.773571,19,2018,12,4,2,353,False,False,False,False,False,False,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2018-12-20,4225.52,3712.82,3736.54,180025.9,724855205.51,4137.66,1760,3332,58847,697,672298835,599880,3.0,3.0,583.0,6.0,19.0,2.2075634,20,2018,12,4,3,354,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-12-21,4247.71,3831.2,4137.66,128508.13,516656937.13,3898.81,3193,31370,159160,2345,268919534,239952,1.0,1.0,65.0,1.0,10.0,0.828768,21,2018,12,4,4,355,False,False,False,False,False,False,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-12-22,4060.34,3849.23,3898.81,63672.55,250085915.72,4045.24,2220,4533,75040,816,2689195735,2399539,17.0,19.0,3404.0,96.0,76.0,9.597166,22,2018,12,4,5,356,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2018-12-23,4117.65,3972.39,4045.24,58294.45,235997621.23,4007.63,7934,55776,415409,4982,1210138389,1079784,6.0,6.0,1182.0,29.0,37.0,3.9079566,23,2018,12,4,6,357,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-24,4303.37,4006.6,4007.63,109869.44,459290147.24,4081.95,2588,8323,126252,853,1075678568,959808,7.0,7.0,613.0,14.0,45.0,4.2196627,24,2018,12,4,0,358,False,False,False,False,False,False,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2018-12-25,4094.61,3734.85,4081.95,95683.55,367200910.64,3834.73,4567,14572,189370,571,672298840,599880,4.0,4.0,544.0,13.0,47.0,2.3846605,25,2018,12,4,1,359,False,False,False,False,False,False,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26,3923.93,3746.86,3834.73,68965.06,263439573.84,3848.78,4527,8768,89223,1311,1210138263,1079793,5.0,2.0,1653.0,3.0,67.0,3.255528,26,2018,12,4,2,360,False,False,False,False,False,False,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2018-12-27,3888.92,3622.39,3848.78,81652.77,305729129.14,3646.09,280,735,12622,114,806758920,719856,6.0,6.0,361.0,12.0,4.0,3.5582178,27,2018,12,4,3,361,False,False,False,False,False,False,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-12-28,4007.71,3628.43,3646.09,92882.41,353705007.17,3947.86,954,2071,34119,368,134459822,119976,0.0,0.0,106.0,0.0,5.0,0.37212497,28,2018,12,4,4,362,False,False,False,False,False,False,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2018-12-29,4004.14,3774.38,3947.86,54702.16,214891355.42,3797.06,,,,,,,,,,,,,29,2018,12,4,5,363,False,False,False,False,False,False,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-12-30,3925.18,3760.8,3797.06,49797.04,191958416.81,3896.21,379,992,16218,113,268919536,239952,2.0,2.0,198.0,2.0,0.0,0.767986,30,2018,12,4,6,364,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2018-12-31,3904.28,3701.48,3896.21,54221.49,206190463.74,3747.39,278,863,8547,76,134459823,119977,0.0,1.0,134.0,2.0,8.0,0.4411446,31,2018,12,4,0,365,True,False,True,False,True,False,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-01-01,3938.75,3696.94,3747.39,45104.29,170598307.96,3880.15,986,2771,69738,336,268919644,239952,1.0,2.0,72.0,2.0,2.0,1.0689665,1,2019,1,1,1,1,False,True,False,True,False,True,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-01-02,3989.59,3826.29,3880.15,54034.73,210854603.84,3961.01,,,,,,,,,,,,,2,2019,1,1,2,2,False,False,False,False,False,False,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2019-01-03,3965.52,3778.76,3961.01,45585.19,176488072.06,3835.86,9565,154674,767664,8229,1882436920,1679664,11.0,10.0,981.0,31.0,66.0,6.8484054,3,2019,1,1,3,3,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2019-01-04,3901.65,3783.88,3835.86,44398.9,170507611.15,3874.06,1142,1118,26368,149,806758740,719862,5.0,4.0,226.0,5.0,25.0,3.4433322,4,2019,1,1,4,4,False,False,False,False,False,False,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2019-01-05,3926.92,3841.13,3874.06,35766.65,139438510.18,3855.39,5999,19998,209846,2479,1882437536,1679664,10.0,11.0,1233.0,23.0,19.0,7.696725,5,2019,1,1,5,5,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-01-06,4145.16,3829.09,3855.39,58878.99,236298043.75,4102.85,1699,8240,100519,679,403379340,359928,2.0,1.0,269.0,1.0,14.0,1.2910817,6,2019,1,1,6,6,False,False,False,False,False,False,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-07,4132.62,4001.35,4102.85,51541.23,209289368.14,4050.4,2823,5446,114807,757,941218621,839832,5.0,3.0,684.0,3.0,18.0,2.8006017,7,2019,1,1,0,7,False,False,False,False,False,False,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2019-01-08,4156.16,3990.34,4050.4,65973.5,268091045.44,4040.75,1942,5973,97807,612,134459808,119977,0.0,0.0,43.0,0.0,0.0,0.26427627,8,2019,1,1,1,8,False,False,False,False,False,False,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2019-01-09,4092.91,4013.0,4040.75,55130.13,223639028.92,4048.34,7738,25882,225758,3849,1613517684,1439724,9.0,9.0,870.0,12.0,44.0,6.2135525,9,2019,1,1,2,9,False,False,False,False,False,False,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2019-01-10,4085.09,3631.07,4048.34,108277.01,412522198.13,3668.15,961,2923,34568,262,403379412,359931,2.0,2.0,333.0,3.0,8.0,1.5878322,10,2019,1,1,3,10,False,False,False,False,False,False,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2019-01-11,3729.69,3616.41,3668.15,63070.18,231465488.1,3669.2,7799,29987,265899,3971,806758956,719862,3.0,2.0,494.0,3.0,8.0,2.2371356,11,2019,1,1,4,11,False,False,False,False,False,False,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-12,3692.12,3611.2,3669.2,28343.28,103912541.38,3664.38,,,,,,,,,,,,,12,2019,1,1,5,12,False,False,False,False,False,False,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-01-13,3675.2,3528.24,3664.38,45682.73,164125048.97,3551.24,1003,2784,41419,183,537839320,479908,1.0,3.0,443.0,3.0,21.0,1.3330064,13,2019,1,1,6,13,False,False,False,False,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-14,3748.88,3544.53,3551.24,56099.99,204793029.92,3703.9,2239,4961,105626,537,134459820,119976,0.0,0.0,57.0,0.0,19.0,0.3327845,14,2019,1,1,0,14,False,False,False,False,False,False,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-15,3724.3,3590.49,3703.9,54154.65,198582447.53,3621.24,1887,26311,297190,1019,134459830,119977,0.0,0.0,16.0,0.0,0.0,0.33098865,15,2019,1,1,1,15,False,False,False,False,False,False,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2019-01-16,3704.37,3611.38,3621.24,53843.55,196211595.54,3643.99,777,1647,35055,282,672298940,599880,5.0,5.0,724.0,8.0,11.0,2.2161999,16,2019,1,1,2,16,False,False,False,False,False,False,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-01-17,3695.28,3586.92,3643.99,46181.32,168287506.1,3685.3,2991,3082,62870,711,941218754,839839,6.0,6.0,772.0,9.0,43.0,3.090001,17,2019,1,1,3,17,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-01-18,3685.39,3620.44,3685.3,32418.99,118317804.97,3648.05,95,96,5135,22,134459830,119976,1.0,1.0,38.0,2.0,1.0,0.6952931,18,2019,1,1,4,18,False,False,False,False,False,False,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2019-01-19,3799.62,3643.01,3648.05,38341.35,143238228.4,3729.78,145,174,2383,71,268919604,239954,1.0,2.0,297.0,3.0,8.0,0.9637512,19,2019,1,1,5,19,False,False,False,False,False,False,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2019-01-20,3754.65,3529.25,3729.78,49198.37,177628515.93,3567.73,,,,,,,,,,,,,20,2019,1,1,6,20,False,False,False,False,False,False,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2019-01-21,3599.83,3535.19,3567.73,36101.4,129000924.6,3571.92,3566,16004,183629,1247,537839272,479904,3.0,4.0,368.0,6.0,10.0,1.439441,21,2019,1,1,0,21,False,False,False,False,False,False,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2019-01-22,3635.69,3473.77,3571.92,53586.91,191355241.84,3602.04,2858,6499,115454,906,941218810,839832,6.0,6.0,688.0,8.0,40.0,2.8035436,22,2019,1,1,1,22,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-01-23,3631.15,3543.96,3602.04,37910.4,135864247.56,3572.05,619,943,17545,147,403379343,359928,3.0,3.0,445.0,4.0,23.0,1.4297118,23,2019,1,1,2,23,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2019-01-24,3616.33,3546.5,3572.05,31630.57,113155246.95,3598.52,,,,,,,,,,,,,24,2019,1,1,3,24,False,False,False,False,False,False,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2019-01-25,3607.43,3539.41,3598.52,32679.69,116674680.78,3582.89,6065,14472,238511,1556,2016897300,1799655,12.0,14.0,1155.0,23.0,88.0,7.42305,25,2019,1,1,4,25,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-01-26,3676.4,3578.62,3582.89,29201.1,105927045.55,3596.5,41,74,995,36,134459783,119977,1.0,1.0,175.0,1.0,3.0,0.25036886,26,2019,1,1,5,26,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019-01-27,3605.99,3511.29,3596.5,26261.48,93766117.67,3565.08,20827,124145,884626,11990,1075678240,959808,4.0,2.0,492.0,2.0,20.0,3.5277064,27,2019,1,1,6,27,False,False,False,False,False,False,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2019-01-28,3567.56,3402.56,3565.08,59700.11,206309738.62,3453.42,2572,12248,150677,612,537839124,479908,3.0,2.0,284.0,3.0,20.0,2.015103,28,2019,1,1,0,28,False,False,False,False,False,False,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-01-29,3463.2,3369.19,3453.42,46304.1,158106687.0,3418.25,,,,,,,,,,,,,29,2019,1,1,1,29,False,False,False,False,False,False,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2019-01-30,3488.91,3395.94,3418.25,42399.63,146422486.1,3467.21,7386,73696,346269,5059,672298900,599880,2.0,1.0,472.0,1.0,44.0,1.8988893,30,2019,1,1,2,30,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-01-31,3499.78,3422.83,3467.21,37365.7,128773893.15,3434.13,2849,9237,126198,1394,1479057679,1319747,9.0,7.0,1034.0,17.0,29.0,5.677159,31,2019,1,1,3,31,True,False,False,False,False,False,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-02-01,3478.55,3398.96,3434.13,41976.43,144476056.44,3461.63,6413,24525,220065,2895,2016897120,1799655,13.0,13.0,1726.0,24.0,76.0,7.419006,1,2019,2,1,4,32,False,True,False,False,False,False,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2019-02-02,3519.14,3441.21,3461.63,27103.48,94144187.11,3508.68,2373,7315,118820,957,941218593,839839,5.0,6.0,287.0,9.0,21.0,3.9046087,2,2019,2,1,5,33,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2019-02-03,3514.43,3424.42,3508.68,23044.88,79591219.11,3449.62,4581,38203,319044,1717,806758812,719862,3.0,4.0,348.0,6.0,8.0,3.209151,3,2019,2,1,6,34,False,False,False,False,False,False,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-04,3470.8,3429.21,3449.62,23959.61,82280894.52,3431.24,2609,17177,163768,1405,672299150,599880,4.0,5.0,672.0,15.0,33.0,2.5400057,4,2019,2,1,0,35,False,False,False,False,False,False,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2019-02-05,3447.88,3415.67,3431.24,24459.49,84042727.18,3447.66,1007,1334,57916,93,268919566,239954,2.0,1.0,43.0,1.0,16.0,1.3331771,5,2019,2,1,1,36,False,False,False,False,False,False,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2019-02-06,3459.33,3362.24,3447.66,44281.79,150408587.85,3394.89,458,228,7261,91,537839148,479908,4.0,3.0,532.0,4.0,10.0,1.5107207,6,2019,2,1,2,37,False,False,False,False,False,False,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-02-07,3406.54,3369.1,3394.89,28811.35,97390901.92,3375.33,8835,23584,361099,2131,1075678640,959816,7.0,5.0,804.0,7.0,36.0,3.7399411,7,2019,2,1,3,38,False,False,False,False,False,False,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2019-02-08,3735.1,3363.32,3375.33,89444.22,317023029.42,3660.03,1240,18455,146545,925,537839292,479908,3.0,3.0,637.0,9.0,15.0,1.597663,8,2019,2,1,4,39,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-02-09,3673.71,3616.11,3660.03,25880.75,94200588.34,3652.26,5452,57953,398429,5137,537839216,479908,1.0,1.0,333.0,1.0,20.0,2.0249465,9,2019,2,1,5,40,False,False,False,False,False,False,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-02-10,3689.32,3611.46,3652.26,30046.26,109365095.98,3685.14,122,157,4834,22,134459808,119977,1.0,0.0,78.0,0.0,1.0,0.6488298,10,2019,2,1,6,41,False,False,False,False,False,False,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-11,3688.59,3608.18,3685.14,40461.58,146354074.39,3611.34,4533,10745,185733,1233,2554735972,2279563,17.0,19.0,2339.0,58.0,49.0,9.220048,11,2019,2,1,0,42,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2019-02-12,3648.67,3574.22,3611.34,45717.05,164816438.53,3617.41,1340,4137,64775,329,268919604,239954,1.0,1.0,36.0,1.0,14.0,0.95269066,12,2019,2,1,1,43,False,False,False,False,False,False,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2019-02-13,3655.89,3590.01,3617.41,40664.15,146822348.57,3605.87,2074,5935,84629,570,806758812,719862,5.0,5.0,664.0,12.0,12.0,3.1620522,13,2019,2,1,2,44,False,False,False,False,False,False,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2019-02-14,3619.7,3567.39,3605.87,32779.35,117804856.32,3588.72,2187,4907,92827,489,941218782,839839,5.0,6.0,856.0,10.0,17.0,3.526764,14,2019,2,1,3,45,False,False,False,False,False,False,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2019-02-15,3640.65,3575.95,3588.72,36251.38,130398989.33,3593.49,1383,10515,145122,506,134459837,119977,0.0,0.0,50.0,0.0,0.0,0.29622343,15,2019,2,1,4,46,False,False,False,False,False,False,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2019-02-16,3639.75,3592.04,3593.49,24003.59,86973822.79,3617.24,1843,8913,121177,619,403379349,359931,2.0,2.0,252.0,7.0,6.0,1.4879129,16,2019,2,1,5,47,False,False,False,False,False,False,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2019-02-17,3706.17,3608.18,3617.24,36849.32,134218331.16,3670.92,982,1426,53924,148,537839156,479908,4.0,4.0,398.0,5.0,15.0,1.7947235,17,2019,2,1,6,48,False,False,False,False,False,False,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-02-18,3952.44,3661.42,3670.92,98728.99,376203280.43,3912.57,2230,10909,111657,1436,268919606,239954,2.0,2.0,158.0,2.0,7.0,0.6925275,18,2019,2,1,0,49,False,False,False,False,False,False,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-02-19,4010.91,3882.52,3912.57,74127.62,292137057.43,3924.24,343,499,21694,33,134459845,119977,1.0,1.0,28.0,1.0,1.0,0.5047671,19,2019,2,1,1,50,False,False,False,False,False,False,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019-02-20,3992.31,3898.91,3924.24,53048.95,209282292.49,3974.05,7919,25267,357131,3355,537839300,479908,3.0,1.0,316.0,1.0,10.0,1.9091371,20,2019,2,1,2,51,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-02-21,4026.54,3900.28,3974.05,47433.87,187314178.85,3937.04,1234,2448,33603,477,2689196410,2399540,20.0,20.0,4059.0,102.0,67.0,8.567329,21,2019,2,1,3,52,False,False,False,False,False,False,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2019-02-22,3996.15,3917.66,3937.04,43006.55,170405341.81,3983.53,3985,45792,359192,2075,1613517696,1439724,9.0,10.0,1123.0,16.0,18.0,5.6216736,22,2019,2,1,4,53,False,False,False,False,False,False,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2019-02-23,4192.39,3948.48,3983.53,57002.5,231174632.28,4149.09,1635,20088,193980,711,134459788,119977,1.0,0.0,33.0,0.0,-1.0,0.3129694,23,2019,2,1,5,54,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2019-02-24,4221.62,3755.38,4149.09,80391.72,319071544.94,3771.62,,,,,,,,,,,,,24,2019,2,1,6,55,False,False,False,False,False,False,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-02-25,3885.06,3771.53,3771.62,48406.42,185036583.31,3845.51,2660,27854,263446,1210,268919660,239954,0.0,0.0,98.0,0.0,30.0,0.990983,25,2019,2,1,0,56,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2019-02-26,3852.66,3791.9,3845.51,33253.08,126868886.89,3817.88,3542,39759,354845,1694,1479058053,1319747,9.0,10.0,1597.0,41.0,29.0,5.5311856,26,2019,2,1,1,57,False,False,False,False,False,False,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2019-02-27,3851.84,3699.53,3817.88,46011.1,175069054.72,3830.72,10584,36826,497128,2822,1075678576,959816,4.0,1.0,267.0,1.0,42.0,3.22287,27,2019,2,1,2,58,False,False,False,False,False,False,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-02-28,3909.86,3798.0,3830.72,44353.45,170646670.66,3823.37,385,234,3611,84,537839280,479908,4.0,4.0,427.0,9.0,4.0,2.2366045,28,2019,2,1,3,59,True,False,False,False,False,False,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-03-01,3866.12,3822.67,3823.37,26522.34,101774924.71,3831.48,4995,14177,184294,1632,1075678464,959816,6.0,5.0,543.0,10.0,22.0,3.7492843,1,2019,3,1,4,60,False,True,False,False,False,False,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2019-03-02,3846.38,3790.74,3831.48,19283.71,73894412.97,3842.94,2470,2659,67391,516,2016897270,1799655,14.0,14.0,1476.0,32.0,41.0,7.188018,2,2019,3,1,5,61,False,False,False,False,False,False,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2019-03-03,3853.28,3788.04,3842.94,16769.86,64065044.79,3812.31,10853,38398,473034,4613,2823656010,2519517,14.0,14.0,1810.0,25.0,110.0,9.446829,3,2019,3,1,6,62,False,False,False,False,False,False,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-03-04,3831.01,3705.14,3812.31,39278.22,147245676.28,3731.28,273,355,11964,66,134459846,119977,1.0,1.0,212.0,2.0,4.0,0.39979362,4,2019,3,1,0,63,False,False,False,False,False,False,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-03-05,3893.52,3720.49,3731.28,43262.3,165062256.27,3874.18,270,186,10202,75,268919692,239954,2.0,2.0,88.0,4.0,2.0,1.1833243,5,2019,3,1,1,64,False,False,False,False,False,False,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2019-03-06,3916.29,3839.39,3874.18,33536.95,129520549.49,3874.98,9657,95554,783625,9165,268919604,239954,1.0,1.0,88.0,1.0,15.0,0.82705504,6,2019,3,1,2,65,False,False,False,False,False,False,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-03-07,3911.76,3853.2,3874.98,37619.38,146201726.67,3882.61,4626,40555,339948,2985,1344598450,1199770,6.0,7.0,1370.0,20.0,61.0,5.0628924,7,2019,3,1,3,66,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2019-03-08,3932.02,3804.98,3882.61,39428.25,153405087.61,3868.02,2151,6209,112587,341,1075678600,959816,7.0,7.0,733.0,19.0,33.0,3.7598815,8,2019,3,1,4,67,False,False,False,False,False,False,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2019-03-09,3975.25,3860.66,3868.02,27600.01,108370246.04,3947.74,620,1125,20635,125,806758800,719862,5.0,6.0,1020.0,32.0,19.0,2.6241832,9,2019,3,1,5,68,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-03-10,3948.21,3897.82,3947.74,17404.16,68252920.53,3929.84,,,,,,,,,,,,,10,2019,3,1,6,69,False,False,False,False,False,False,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
