date,high,low,open,volumefrom,volumeto,close,replyCount,retweetCount,likeCount,quoteCount,followersCount,listedCount,isReplied,isMentioned,charCount,mentionsCount,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,day,year,month,quarter,day_of_week,day_of_year,is_month_end,is_month_start,is_quarter_end,is_quarter_start,is_year_end,is_year_start,target,lag1,lag7,lag14,lag30,lag60,lag90,lag365
2019-03-04,3831.01,3705.14,3812.31,39278.22,147245676.28,3731.28,273,355,11964,66,134459846,119977,1.0,1.0,212.0,2.0,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.6267444,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.0026685034,0.31188002,0.0026685034,0.0026685034,0.0026685034,0.0026685034,4,2019,3,1,0,63,False,False,False,False,False,False,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-03-05,3893.52,3720.49,3731.28,43262.3,165062256.27,3874.18,270,186,10202,75,268919692,239954,2.0,2.0,88.0,4.0,0.023364061,0.023364061,0.023364061,0.023364061,0.023364061,0.023364061,0.023364061,0.18767808,0.023364061,0.023364061,0.023364061,0.023364061,0.37205172,0.023364061,0.023364061,0.023364061,0.023364061,0.023364061,0.023364061,0.34259796,0.35647273,0.023364061,0.023364061,0.023364061,0.27391827,5,2019,3,1,1,64,False,False,False,False,False,False,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2019-03-06,3916.29,3839.39,3874.18,33536.95,129520549.49,3874.98,9657,95554,783625,9165,268919604,239954,1.0,1.0,88.0,1.0,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,0.68999374,0.023349473,0.27767542,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,0.51864237,0.023349473,0.023349473,0.023349473,0.023349473,0.023349473,6,2019,3,1,2,65,False,False,False,False,False,False,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-03-07,3911.76,3853.2,3874.98,37619.38,146201726.67,3882.61,4626,40555,339948,2985,1344598450,1199770,6.0,7.0,1370.0,20.0,0.3829657,0.052206222,0.120311424,0.052206222,0.052206222,0.3704306,0.052206222,0.6379756,0.61778677,0.54953545,0.21465619,0.052206222,0.31075132,1.1791109,0.87311405,0.2036015,0.052206222,0.6373519,0.4839484,0.66819775,0.7771431,0.052206222,0.95184773,0.16203405,0.493794,7,2019,3,1,3,66,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2019-03-08,3932.02,3804.98,3882.61,39428.25,153405087.61,3868.02,2151,6209,112587,341,1075678600,959816,7.0,7.0,733.0,19.0,0.2579774,0.06251497,0.06251497,0.06251497,0.20565633,0.64616424,0.06251497,0.06251497,0.39581925,0.06251497,1.3722607,0.06251497,0.06251497,0.06251497,1.3186722,0.06251497,0.06251497,0.06251497,1.1937959,0.729122,0.28915235,0.2754554,0.06251497,0.3362928,0.16693683,8,2019,3,1,4,67,False,False,False,False,False,False,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2019-03-09,3975.25,3860.66,3868.02,27600.01,108370246.04,3947.74,620,1125,20635,125,806758800,719862,5.0,6.0,1020.0,32.0,0.027812112,0.027812112,0.027812112,1.8573344,0.18169895,0.027812112,0.027812112,0.24944241,0.027812112,0.027812112,0.65282714,0.027812112,0.027812112,0.7136886,0.5113091,0.74048406,0.17159465,0.027812112,0.027812112,0.027812112,0.17258312,0.13795286,0.22171526,0.027812112,0.027812112,9,2019,3,1,5,68,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-03-10,3948.21,3897.82,3947.74,17404.16,68252920.53,3929.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2019,3,1,6,69,False,False,False,False,False,False,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2019-03-11,3941.99,3849.45,3929.84,32708.55,126998648.6,3874.89,477,638,25904,83,672299130,599885,5.0,5.0,276.0,9.0,0.113716505,0.113716505,0.113716505,0.113716505,0.113716505,0.113716505,0.113716505,0.113716505,0.43190107,0.6526522,0.113716505,0.61369014,0.113716505,0.113716505,0.113716505,0.113716505,0.113716505,0.113716505,0.113716505,0.113716505,0.9137099,0.113716505,0.113716505,0.113716505,0.113716505,11,2019,3,1,0,70,False,False,False,False,False,False,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2019-03-12,3904.7,3827.23,3874.89,33655.37,130291591.54,3888.57,2443,2437,51087,528,1747977738,1559701,12.0,11.0,1575.0,35.0,0.093653254,0.16114572,2.404329,0.093653254,0.093653254,0.8933902,2.0932145,1.638294,0.093653254,0.093653254,0.21287432,0.3464362,0.093653254,0.62969697,0.760301,0.9034215,0.093653254,0.093653254,0.093653254,0.23777188,0.093653254,0.515739,0.093653254,1.0795465,0.093653254,12,2019,3,1,1,71,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2019-03-13,3898.25,3853.06,3888.57,27922.69,108286926.77,3878.44,124,102,4764,26,268919642,239954,1.0,2.0,141.0,4.0,0.012389213,0.012389213,0.012389213,0.012389213,0.012389213,0.012389213,0.012389213,0.012389213,0.012389213,0.17526834,0.012389213,0.012389213,0.012389213,1.0847815,0.012389213,0.012389213,0.012389213,0.012389213,0.012389213,0.012389213,0.46738744,0.012389213,0.012389213,0.012389213,0.012389213,13,2019,3,1,2,72,False,False,False,False,False,False,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2019-03-14,3922.21,3825.03,3878.44,34554.38,133931876.12,3881.44,1555,3629,51131,267,672299275,599885,4.0,4.0,512.0,5.0,0.88402736,0.42562765,0.03811502,0.3600699,0.25487193,0.03811502,0.5819761,0.6299362,0.03811502,0.03811502,0.03811502,0.15420762,0.1384976,0.03811502,0.03811502,0.03811502,0.03811502,0.03811502,0.2947752,0.03811502,0.03811502,0.3603544,0.03811502,0.03811502,0.38204557,14,2019,3,1,3,73,False,False,False,False,False,False,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2019-03-15,3935.1,3876.17,3881.44,32133.02,125588541.02,3927.08,1779,2474,47044,337,806758842,719862,5.0,4.0,359.0,6.0,0.107787296,0.107787296,0.107787296,0.107787296,0.107787296,0.107787296,0.107787296,0.107787296,0.60772735,0.107787296,0.107787296,0.6077864,0.107787296,0.107787296,0.107787296,0.77435213,0.107787296,0.60081166,0.107787296,0.5035811,0.107787296,0.8577826,0.107787296,0.107787296,0.107787296,15,2019,3,1,4,74,False,False,False,False,False,False,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-03-16,4069.11,3924.98,3927.08,41319.81,166216280.52,4027.01,5703,8751,157073,1392,1747977998,1559701,10.0,8.0,1977.0,21.0,0.060767256,0.060767256,0.060767256,0.1733719,0.060767256,0.6923086,0.91868925,0.68416077,0.82480913,0.060767256,0.2691751,0.4554459,1.0172527,0.983699,0.44717598,0.46130556,0.060767256,1.3821871,0.26510012,0.5347564,1.483031,0.813744,0.27675065,0.3860927,0.5663404,16,2019,3,1,5,75,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2019-03-17,4030.38,3970.97,4027.01,17033.6,68146133.16,3998.0,4886,12446,183099,1270,2554736371,2279563,16.0,17.0,2646.0,50.0,0.97125787,1.2100581,0.837817,0.13193886,0.63187796,0.2916455,0.13193886,0.27793452,0.13193886,0.727737,0.21623752,1.255693,0.13193886,0.6594432,2.8412151,0.5741538,0.25180006,2.1389713,1.7806752,0.13193886,0.78058136,0.6962079,1.3804502,0.35385582,0.4626934,17,2019,3,1,6,76,False,False,False,False,False,False,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-03-18,4038.99,3964.31,3998.0,27416.92,109428478.54,3988.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2019,3,1,0,77,False,False,False,False,False,False,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-03-19,4032.04,3972.47,3988.85,29686.2,118919147.36,4024.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2019,3,1,1,78,False,False,False,False,False,False,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2019-03-20,4064.95,3995.49,4024.14,36862.09,148490744.9,4056.75,64,40,1047,15,134459804,119977,1.0,1.0,24.0,1.0,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.5199944,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,0.020000232,20,2019,3,1,2,79,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2019-03-21,4082.29,3953.53,4056.75,44251.52,178077036.22,3996.93,814,755,11962,216,941219034,839839,7.0,7.0,546.0,13.0,0.073017724,0.073017724,0.4736314,0.073017724,0.073017724,0.073017724,0.7913768,0.073017724,0.39443076,0.073017724,0.073017724,0.32306936,0.073017724,0.073017724,0.8253342,0.8034048,0.073017724,0.073017724,0.073017724,1.0015421,0.5934939,0.427526,0.2709249,0.073017724,0.073017724,21,2019,3,1,3,80,False,False,False,False,False,False,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2019-03-22,4018.21,3984.0,3996.93,22671.75,90726555.79,4000.84,1733,2813,39290,471,1344598090,1199770,8.0,9.0,858.0,19.0,1.7236102,0.11261624,0.6057466,0.11261624,0.11261624,0.6687644,0.5126559,0.11261624,0.11261624,1.0216199,0.11261624,0.11261624,0.11261624,0.912613,0.11261624,0.45645264,0.44723308,0.11261624,0.6193799,0.36236224,0.3627396,0.31080276,0.3138743,0.4433668,0.11261624,22,2019,3,1,4,81,False,False,False,False,False,False,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2019-03-23,4019.36,3982.47,4000.84,18486.22,74094017.72,4007.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2019,3,1,5,82,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-03-24,4010.3,3970.35,4007.21,16111.98,64375076.75,3994.11,2036,2137,58112,554,806758956,719862,5.0,3.0,479.0,4.0,0.047439106,0.047439106,0.25788233,0.28653792,0.047439106,0.047439106,0.047439106,0.48022452,0.047439106,0.8258415,0.047439106,0.047439106,0.6336959,0.047439106,0.047439106,0.11733775,0.797408,0.047439106,0.047439106,0.047439106,0.34630948,0.9640312,0.047439106,0.30832133,0.31826252,24,2019,3,1,6,83,False,False,False,False,False,False,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-03-25,4005.29,3887.68,3994.11,34191.84,136398998.18,3924.55,1116,3604,32731,416,268919658,239954,2.0,2.0,211.0,3.0,0.01500272,0.01500272,0.01500272,0.01500272,0.199762,0.01500272,0.01500272,0.01500272,0.2649791,0.01500272,0.01500272,0.01500272,0.01500272,0.15290028,0.01500272,0.01500272,0.5149923,0.01500272,0.14322563,0.01500272,0.439089,0.01500272,0.01500272,0.01500272,0.01500272,25,2019,3,1,0,84,False,False,False,False,False,False,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2019-03-26,3943.2,3902.52,3924.55,23873.14,93805733.55,3942.22,3758,6850,116175,825,1479057877,1319747,7.0,8.0,1190.0,13.0,0.55830425,0.25479847,0.22747377,0.73977125,0.25885007,0.0880246,0.0880246,1.1428789,0.0880246,0.0880246,0.37381685,0.72921556,0.26958516,0.72174954,0.0880246,0.22825877,0.30471683,1.4524649,0.28104293,0.0880246,0.28760505,2.1226864,0.0880246,0.0880246,0.3425843,26,2019,3,1,1,85,False,False,False,False,False,False,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2019-03-27,4054.32,3932.79,3942.22,37132.4,149005782.26,4045.98,55,19,762,16,134459848,119977,1.0,1.0,47.0,1.0,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.3481896,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.013333535,0.34513912,0.013333535,0.013333535,0.013333535,0.013333535,27,2019,3,1,2,86,False,False,False,False,False,False,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2019-03-28,4046.44,4014.69,4045.98,25343.13,102296341.19,4036.45,408,251,11905,43,268919660,239954,2.0,2.0,148.0,2.0,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.5250071,0.2839907,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.025008041,0.6408252,0.025008041,28,2019,3,1,3,87,False,False,False,False,False,False,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2019-03-29,4122.89,4031.22,4036.45,41843.31,170915132.77,4111.38,1219,1532,23847,228,941218649,839839,6.0,6.0,1047.0,10.0,0.0374158,0.0374158,0.35203347,0.21163408,0.29465854,0.0374158,0.10892783,0.71400803,0.57822174,0.0374158,0.0374158,0.0374158,0.0374158,0.38939998,0.18045124,0.6648552,0.0374158,0.5133922,0.0374158,0.5921551,1.0296478,0.0374158,0.18074204,0.44569045,0.37002438,29,2019,3,1,4,88,False,False,False,False,False,False,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2019-03-30,4146.88,4066.87,4111.38,24906.26,102400533.82,4118.13,12700,29238,410570,4247,3227035857,2879448,22.0,16.0,2560.0,43.0,1.8365427,0.26241848,0.46242526,0.8825671,1.3478534,1.1611925,1.0957072,1.5893531,0.66245747,0.26241848,0.5690513,0.9894949,0.26241848,0.47175673,0.6304752,0.26241848,1.1071725,0.9358374,1.2738881,1.6396775,2.7912521,0.26241848,1.6559426,0.77058405,0.8146762,30,2019,3,1,5,89,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019-03-31,4129.43,4098.79,4118.13,13792.73,56727425.19,4112.69,985,2148,36429,239,537839324,479908,4.0,3.0,279.0,5.0,0.88800454,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.40901563,0.07601555,0.40944532,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.07601555,0.52610946,0.07601555,0.24711403,31,2019,3,1,6,90,True,False,True,False,False,False,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-01,4164.33,4082.2,4112.69,36921.55,152826759.02,4151.32,2666,9433,114749,1246,1613517684,1439724,10.0,9.0,648.0,13.0,0.42835,0.17807655,1.4280391,0.3601886,0.17807655,0.17807655,1.1638633,0.17807655,1.4277369,0.17807655,0.5116759,0.6116494,1.0112503,0.17807655,0.17807655,0.76109505,0.4280972,0.17807655,0.17807655,0.17807655,0.17807655,0.79975164,0.17807655,0.17807655,0.75330746,1,2019,4,2,0,91,False,True,False,True,False,False,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2019-04-02,5104.42,4147.7,4151.32,172473.31,814748125.73,4906.93,2133,5828,48011,1109,672299245,599885,4.0,3.0,297.0,3.0,0.27468935,0.35444444,0.21873197,0.074983686,0.074983686,0.074983686,0.074983686,0.074983686,0.074983686,0.074983686,0.40857315,0.074983686,0.074983686,0.074983686,1.3169718,0.074983686,0.074983686,0.074983686,0.074983686,0.2818643,0.5454533,0.32454887,0.074983686,0.074983686,0.074983686,2,2019,4,2,1,92,False,False,False,False,False,False,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2019-04-03,5335.7,4831.59,4906.93,159843.43,809158339.99,4976.59,2354,4401,73772,799,1210138470,1079793,7.0,7.0,929.0,16.0,0.16600351,0.37211254,0.43902573,1.0831892,0.3363174,0.30056784,0.08399876,0.6878356,0.08399876,0.48158455,0.08399876,0.53448474,0.3651033,0.08399876,1.0172764,0.14752878,0.5839954,0.27202582,0.3343576,0.08399876,0.08399876,0.37289068,0.3332689,0.5844406,0.08399876,3,2019,4,2,2,93,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-04,5071.98,4799.77,4976.59,74544.88,370109007.61,4913.36,1095,2794,37488,319,1075678944,959816,7.0,7.0,594.0,12.0,0.07825052,0.9352362,0.34931022,0.33134118,0.07825052,0.07825052,0.07825052,0.57823294,0.7745562,0.8117344,0.07825052,0.5782447,0.07825052,0.07825052,0.07825052,0.4077964,0.07825052,0.40580466,0.07825052,0.07825052,0.5799806,0.50443524,0.3021435,0.07825052,0.50217754,4,2019,4,2,3,94,False,False,False,False,False,False,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2019-04-05,5074.13,4897.61,4913.36,56130.82,280722247.3,5047.23,4522,38378,245243,3235,2689196558,2399540,17.0,16.0,2155.0,32.0,0.35064068,0.20945466,0.20945466,0.29910415,0.47714883,0.20945466,0.20945466,1.5378097,2.2091165,1.0581393,0.45938092,0.9266821,1.7071222,1.2585851,0.56577164,0.7332458,0.5419887,0.8761189,0.33837238,1.1604748,0.6477108,1.3063793,1.0525451,0.62332135,1.0325229,5,2019,4,2,4,95,False,False,False,False,False,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-04-06,5240.19,4938.0,5047.23,54180.91,275839573.8,5057.25,3591,17281,173999,1645,1613517816,1439724,8.0,8.0,896.0,11.0,1.376328,0.8314154,0.15663615,0.15663615,0.25540724,0.15663615,0.15663615,0.39902243,1.5732588,1.8138921,0.15663615,0.5325076,0.15663615,0.15663615,0.46041095,0.46888283,0.15663615,0.15663615,0.32894126,0.57381815,1.1844828,0.15663615,0.3219986,0.15663615,0.15663615,6,2019,4,2,5,96,False,False,False,False,False,False,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-04-07,5266.04,5044.28,5057.25,47200.43,243329883.48,5201.16,701,952,26463,184,1075678992,959816,8.0,8.0,681.0,13.0,0.09126918,0.517122,0.09126918,0.93897176,0.09126918,0.09126918,0.09126918,0.8412428,0.09126918,0.17487034,0.09126918,0.09126918,0.09126918,1.189007,0.22757758,1.1185474,0.09126918,0.09126918,0.40396592,0.09126918,0.59126234,0.50564426,0.21401992,0.09126918,0.09126918,7,2019,4,2,6,97,False,False,False,False,False,False,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2019-04-08,5347.88,5141.23,5201.16,69803.56,366577921.18,5294.09,347,523,15873,88,672299335,599885,5.0,5.0,352.0,8.0,0.057401802,0.057401802,0.057401802,0.057401802,0.057401802,0.15411791,0.057401802,0.23796903,0.057401802,0.057401802,0.5515962,0.64191437,0.057401802,0.057401802,0.6862439,0.55739206,0.057401802,0.13649027,0.057401802,0.057401802,0.3917889,0.057401802,0.72405857,0.057401802,0.057401802,8,2019,4,2,0,98,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2019-04-09,5294.09,5159.13,5294.09,48552.25,253577595.39,5201.3,1106,3151,38251,473,537839280,479908,4.0,4.0,294.0,8.0,0.057785746,0.057785746,0.057785746,0.057785746,0.57610613,0.057785746,0.057785746,0.057785746,0.057785746,0.5577805,0.18949555,0.2965778,0.057785746,0.39104375,0.057785746,0.8910671,0.057785746,0.057785746,0.057785746,0.057785746,0.057785746,0.057785746,0.057785746,0.057785746,0.057785746,9,2019,4,2,1,99,False,False,False,False,False,False,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2019-04-10,5460.94,5178.61,5201.3,65813.81,349643837.46,5318.6,2280,4715,79898,567,1210138362,1079793,7.0,8.0,848.0,12.0,0.07055536,0.25608206,0.23534425,0.07055536,0.45876002,0.07055536,0.73721457,0.21650545,0.7372082,0.492818,1.213564,0.07055536,0.2811726,0.07055536,0.07055536,0.26063478,1.1240401,0.6288399,0.49016616,0.07055536,0.07055536,0.38561848,0.21320367,0.4288932,0.27549136,10,2019,4,2,2,100,False,False,False,False,False,False,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-04-11,5343.66,4987.65,5318.6,69622.86,356811374.12,5048.56,3418,21091,194760,1920,672299225,599885,2.0,3.0,272.0,11.0,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.33521786,0.7400101,0.8229638,0.07336341,0.07336341,0.07336341,1.0612353,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.07336341,0.5733047,11,2019,4,2,3,101,False,False,False,False,False,False,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2019-04-12,5118.61,4927.62,5048.56,43762.94,220667543.59,5081.5,2938,6300,124994,693,1747977660,1559701,12.0,11.0,868.0,17.0,0.22508575,0.22508575,0.5448678,0.97487485,1.5161803,0.5705004,0.46668467,0.22508575,0.5687815,0.51997447,0.48531485,0.22508575,0.22508575,0.22508575,0.8443546,0.22508575,0.22508575,0.8638377,0.22508575,0.61068934,1.488245,0.571965,0.3672159,0.35565588,0.22508575,12,2019,4,2,4,102,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-04-13,5128.96,5056.19,5081.5,23342.24,118956124.9,5080.66,5014,6247,92622,1632,2151357168,1919632,14.0,12.0,1714.0,21.0,0.12503493,0.12503493,0.8117807,0.12503493,0.30440822,0.28857738,0.12503493,0.58521014,1.9160777,0.12503493,0.7231811,0.12503493,0.26075652,0.12503493,0.12503493,1.4831357,0.12503493,0.9771739,0.23409703,1.1243674,2.6648338,0.6267761,0.12503493,1.0461348,1.7031401,13,2019,4,2,5,103,False,False,False,False,False,False,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2019-04-14,5186.82,5031.2,5080.66,21193.03,108148233.81,5165.59,6760,26497,384757,2250,3764876440,3359356,24.0,26.0,3081.0,61.0,1.0546093,1.2700325,1.0516971,1.0676088,1.0727404,1.6196649,0.28573573,1.3686087,2.1106515,0.28573573,1.8989289,1.883224,1.0127087,0.28573573,1.5633622,1.0148684,2.0692546,1.6786295,0.28573573,0.46254373,0.55995476,0.49303576,0.8065547,0.7491907,2.0491877,14,2019,4,2,6,104,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-04-15,5195.31,4969.31,5165.59,40402.46,205867031.18,5037.27,3226,9234,130739,1208,941218873,839839,6.0,4.0,537.0,4.0,0.060152866,0.060152866,0.65130836,0.060152866,0.060152866,0.060152866,1.0581368,0.21831898,0.060152866,0.060152866,0.060152866,0.060152866,0.060152866,0.21972471,0.5838491,0.060152866,0.060152866,0.48750293,0.8098999,0.86076903,0.060152866,0.89532286,0.060152866,0.060152866,0.31287408,15,2019,4,2,0,105,False,False,False,False,False,False,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2019-04-16,5232.03,5029.16,5037.27,40370.0,207311534.31,5212.81,464,453,9674,118,672299225,599885,5.0,5.0,525.0,8.0,0.5529919,0.034764234,0.034764234,0.23521288,0.034764234,0.78471607,0.034764234,0.034764234,0.034764234,1.1533278,0.034764234,0.034764234,0.034764234,0.39909896,0.034764234,0.69887686,0.034764234,0.034764234,0.034764234,0.034764234,0.034764234,0.16557066,0.17653444,0.034764234,0.2774428,16,2019,4,2,1,106,False,False,False,False,False,False,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2019-04-17,5270.76,5190.81,5212.81,37225.68,194699629.15,5236.26,974,6618,70213,464,268919740,239954,2.0,2.0,120.0,4.0,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.2678989,0.2322232,0.018011928,0.51802695,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.018011928,0.60360044,0.018011928,17,2019,4,2,2,107,False,False,False,False,False,False,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019-04-18,5317.78,5232.99,5236.26,35511.12,187312150.44,5289.75,131,59,2411,14,268919698,239954,2.0,2.0,74.0,3.0,0.35638586,0.023360293,0.023360293,0.7728057,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.35688198,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,0.023360293,18,2019,4,2,3,108,False,False,False,False,False,False,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-04-19,5353.01,5212.18,5289.75,30109.97,158699049.55,5295.53,15122,90460,900050,8875,3092575844,2759471,17.0,12.0,1082.0,31.0,0.35150796,1.018139,0.68926585,0.35150796,0.35150796,0.62576544,0.35150796,0.8971668,1.4519421,1.0172783,0.35150796,0.98464555,0.35150796,0.35150796,2.6860614,2.0577068,0.35150796,0.8514706,0.35150796,1.421696,1.5030133,1.3289376,1.1013114,1.6022195,0.5998088,19,2019,4,2,4,109,False,False,False,False,False,False,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2019-04-20,5366.6,5274.45,5295.53,23214.49,123577001.56,5326.18,771,1855,33098,155,268919660,239954,2.0,2.0,180.0,9.0,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,0.35226393,0.019053835,0.019053835,0.87613136,0.019053835,0.35242033,0.019053835,0.019053835,0.019053835,0.019053835,0.019053835,20,2019,4,2,5,110,False,False,False,False,False,False,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-04-21,5348.59,5232.77,5326.18,25466.81,134681237.4,5305.74,2414,10070,123720,769,672299100,599885,2.0,3.0,414.0,12.0,0.11569898,0.11569898,0.29374564,0.11569898,0.44876435,0.11569898,0.20251928,0.11569898,0.11569898,0.11569898,0.11569898,0.44915986,0.11569898,0.11569898,0.11569898,0.11569898,0.6155965,0.5712506,0.11569898,0.11569898,0.11569898,0.11569898,0.11569898,0.11569898,0.3363822,21,2019,4,2,6,111,False,False,False,False,False,False,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2019-04-22,5444.76,5265.73,5305.74,45346.65,242498187.66,5394.67,4225,32886,292218,1757,537839320,479908,2.0,2.0,183.0,7.0,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.10001347,0.5531699,0.10001347,0.10001347,0.88921934,0.35731423,0.10001347,0.10001347,22,2019,4,2,0,112,False,False,False,False,False,False,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2019-04-23,5626.83,5371.31,5394.67,66448.85,368556751.66,5539.1,17618,43985,614262,7164,5243934082,4679103,31.0,30.0,3972.0,70.0,1.509821,1.7618618,0.9270197,1.9696951,0.551336,0.49955124,2.4303398,2.5216596,2.3369021,1.1241767,0.8546105,3.3464713,2.266111,1.4152187,1.3588406,0.5715386,1.2561402,1.3778722,1.4536268,1.5975585,1.1032966,2.0132554,0.7386285,1.2682488,2.7462192,23,2019,4,2,1,113,False,False,False,False,False,False,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
