,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_max_depth,param_max_delta_step,param_learning_rate,param_lambda,param_grow_policy,param_gamma,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2389,0.10474948883056641,0.005861907951433372,0.009037303924560546,0.0005565590201288541,11,12,0.7857142857142857,0.43,31,lossguide,5.0,31,"{'n_estimators': 11, 'max_depth': 12, 'max_delta_step': 0.7857142857142857, 'learning_rate': 0.43, 'lambda': 31, 'grow_policy': 'lossguide', 'gamma': 5.0, 'alpha': 31}",0.5,0.5449604743083004,0.497737556561086,0.49278247884519666,0.6111660079051384,0.5293293035239444,0.04502331973439698,3897,0.5,0.5500973054891646,0.5495672505208193,0.5459401966686734,0.5428602669153946,0.5376930039188105,0.019028104316333404
2390,0.14980297088623046,0.0429626989096405,0.009443187713623047,0.0012830793724528998,29,14,0.7142857142857142,0.4,31,depthwise,4.642857142857143,1,"{'n_estimators': 29, 'max_depth': 14, 'max_delta_step': 0.7142857142857142, 'learning_rate': 0.4, 'lambda': 31, 'grow_policy': 'depthwise', 'gamma': 4.642857142857143, 'alpha': 1}",0.5333333333333333,0.616600790513834,0.524132730015083,0.5273768043802887,0.5800395256916996,0.5562966367868477,0.036327682670438954,617,0.606878582693169,0.6091557288398115,0.6171910624715002,0.6316797110174593,0.6316006949562512,0.6193011559956382,0.0106415205434365
2391,0.21961822509765624,0.014225229213667681,0.009279251098632812,0.0007715216673196744,28,12,0.5,0.24000000000000002,31,depthwise,3.2142857142857144,1,"{'n_estimators': 28, 'max_depth': 12, 'max_delta_step': 0.5, 'learning_rate': 0.24000000000000002, 'lambda': 31, 'grow_policy': 'depthwise', 'gamma': 3.2142857142857144, 'alpha': 1}",0.5666666666666667,0.6057312252964426,0.55052790346908,0.5109507217521154,0.4545454545454546,0.5376843943459518,0.05150159531388861,3412,0.6778549571488255,0.6778887880042193,0.7020466189211663,0.697262693156733,0.7051739927846337,0.6920454100031155,0.011843840659246936
2392,0.20879011154174804,0.020916977773189228,0.008934926986694337,0.0006245186595010505,34,11,0.21428571428571427,0.2,1,lossguide,3.928571428571429,1,"{'n_estimators': 34, 'max_depth': 11, 'max_delta_step': 0.21428571428571427, 'learning_rate': 0.2, 'lambda': 1, 'grow_policy': 'lossguide', 'gamma': 3.928571428571429, 'alpha': 1}",0.5666666666666667,0.5489130434782609,0.5927601809954751,0.5211548033847686,0.48122529644268774,0.5421439981935718,0.038368773048608786,2393,0.6689760884047771,0.6729492409170417,0.6800827946317606,0.6967108167770419,0.6959300597575386,0.682929800097632,0.011500836870684279
2393,0.11193437576293945,0.004042290798910887,0.00843191146850586,0.00046237458665611766,17,3,0.6428571428571428,0.37,31,lossguide,3.5714285714285716,31,"{'n_estimators': 17, 'max_depth': 3, 'max_delta_step': 0.6428571428571428, 'learning_rate': 0.37, 'lambda': 31, 'grow_policy': 'lossguide', 'gamma': 3.5714285714285716, 'alpha': 31}",0.5555555555555556,0.5449604743083004,0.497737556561086,0.49278247884519666,0.6111660079051384,0.5404404146350554,0.04323383142710663,2539,0.5498951774080026,0.5500973054891646,0.5495672505208193,0.5459401966686734,0.5428602669153946,0.547672039400411,0.002848456321870126
2394,0.5273173809051513,0.055530790905299755,0.018382549285888672,0.004652228703760602,39,12,0.8571428571428571,0.31,1,lossguide,1.0714285714285714,1,"{'n_estimators': 39, 'max_depth': 12, 'max_delta_step': 0.8571428571428571, 'learning_rate': 0.31, 'lambda': 1, 'grow_policy': 'lossguide', 'gamma': 1.0714285714285714, 'alpha': 1}",0.6444444444444445,0.4807312252964427,0.5603318250377074,0.49278247884519666,0.4461462450592885,0.524887243736616,0.07032902295727815,4241,0.9922154640610945,0.9921546406206188,0.991441127294511,0.9941561308448725,0.992739326163073,0.992541337796834,0.0009069672020882751
2395,0.2879813194274902,0.02177769947619287,0.01725430488586426,0.003169839677943629,36,2,0.8571428571428571,0.42000000000000004,1,depthwise,2.142857142857143,1,"{'n_estimators': 36, 'max_depth': 2, 'max_delta_step': 0.8571428571428571, 'learning_rate': 0.42000000000000004, 'lambda': 1, 'grow_policy': 'depthwise', 'gamma': 2.142857142857143, 'alpha': 1}",0.6111111111111112,0.5943675889328064,0.4962292609351433,0.46217023394723744,0.5,0.5327756389852596,0.058864281141586074,3740,0.7509889456390415,0.7474688889482328,0.7365637545487871,0.7392333935380293,0.7240134448420763,0.7396536855032334,0.009422387954349402
2396,0.34111709594726564,0.06657319261217569,0.012966203689575195,0.004287334504695655,39,14,0.07142857142857142,0.28,1,depthwise,0.7142857142857143,1,"{'n_estimators': 39, 'max_depth': 14, 'max_delta_step': 0.07142857142857142, 'learning_rate': 0.28, 'lambda': 1, 'grow_policy': 'depthwise', 'gamma': 0.7142857142857143, 'alpha': 1}",0.5444444444444445,0.5573122529644269,0.48944193061840124,0.5149328023892484,0.47035573122529645,0.5152974323283634,0.032567437387916565,4645,0.7680898952526845,0.75890603928271,0.7699431345725705,0.7672606863335341,0.7825337872940926,0.7693467085471183,0.007605174723885442
2397,0.1681544303894043,0.013460308714071565,0.010677576065063477,0.001890420056724282,39,6,0.14285714285714285,0.24000000000000002,1,depthwise,0.0,31,"{'n_estimators': 39, 'max_depth': 6, 'max_delta_step': 0.14285714285714285, 'learning_rate': 0.24000000000000002, 'lambda': 1, 'grow_policy': 'depthwise', 'gamma': 0.0, 'alpha': 31}",0.5666666666666667,0.5716403162055336,0.5279034690799397,0.5007466401194625,0.6338932806324111,0.5601700745408026,0.045124631091937484,415,0.5830610831542379,0.5834273563617427,0.5789164274921095,0.5795484647802529,0.6081882084578785,0.5866283080492444,0.010930670365796358
2398,0.4781459331512451,0.07536532634858137,0.00965418815612793,0.0012089470613598663,13,10,0.5714285714285714,0.060000000000000005,1,lossguide,1.4285714285714286,1,"{'n_estimators': 13, 'max_depth': 10, 'max_delta_step': 0.5714285714285714, 'learning_rate': 0.060000000000000005, 'lambda': 1, 'grow_policy': 'lossguide', 'gamma': 1.4285714285714286, 'alpha': 1}",0.6222222222222222,0.5938735177865613,0.557315233785822,0.48481831757093086,0.483695652173913,0.5483849887078899,0.05626068707113969,1312,0.8442415323293951,0.8341383707422589,0.8397552819577443,0.8744651816174995,0.8563740971730551,0.8497948927639906,0.01434342610289618
