,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
207,1528588800,593.35,501.68,593.35,636718.45,345313063.24,524.74,direct,
208,1528675200,535.79,509.82,524.73,505308.31,264673809.14,531.15,direct,
209,1528761600,539.34,484.7,531.15,546980.39,279956302.81,494.53,direct,
210,1528848000,501.67,450.05,494.53,752164.24,357167683.26,476.3,direct,
211,1528934400,526.64,460.01,476.3,885354.26,440112742.52,519.83,direct,
212,1529020800,521.18,483.02,519.83,510688.96,255304825.57,487.51,direct,
213,1529107200,503.28,483.99,487.51,241642.76,119611543.34,497.22,direct,
214,1529193600,500.48,493.57,498.14,473048.44,235070149.99,496.93,multiply,BTC
215,1529280000,524.65,487.72,496.84,340090.4,172442291.23,517.63,direct,
216,1529366400,547.94,515.02,517.63,371838.21,197307560.17,538.45,direct,
217,1529452800,541.8,517.15,538.45,334563.47,176897556.23,536.16,direct,
218,1529539200,540.34,520.04,536.44,558356.83,293559267.69,525.76,multiply,BTC
219,1529625600,525.84,450.04,525.74,756613.52,364779786.29,462.16,direct,
220,1529712000,481.06,456.24,462.16,293710.2,139553623.02,474.18,direct,
221,1529798400,476.19,421.01,474.18,707602.77,315576348.72,455.25,direct,
222,1529884800,473.27,445.53,455.25,462450.74,212246797.67,458.82,direct,
223,1529971200,461.18,429.38,458.81,457008.59,204035202.41,429.58,direct,
224,1530057600,446.12,419.84,429.89,421578.16,182343321.78,441.75,direct,
225,1530144000,443.51,417.62,441.75,346521.2,149788331.82,420.72,direct,
226,1530230400,441.87,405.01,420.7,544657.78,227564744.34,435.25,direct,
227,1530316800,462.56,435.16,435.26,374654.69,168467579.81,453.42,direct,
228,1530403200,453.56,447.66,453.56,461525.09,208187546.62,451.09,multiply,BTC
229,1530489600,481.83,444.31,451.96,420363.6,195332556.42,476.58,direct,
230,1530576000,486.76,459.78,476.58,386456.87,182372293.25,461.95,direct,
231,1530662400,481.79,451.46,461.79,349599.57,163295006.64,467.19,direct,
232,1530748800,478.44,458.37,467.19,388966.1,182403445.13,467.55,direct,
233,1530835200,475.67,451.95,467.55,299087.79,139284675.17,469.93,direct,
234,1530921600,489.33,461.85,469.93,253843.6,119595512.22,485.81,direct,
235,1531008000,495.23,482.23,485.82,272800.73,133102164.85,486.19,direct,
236,1531094400,487.91,469.0,486.19,286607.52,137591337.89,471.48,direct,
237,1531180800,473.06,427.82,471.48,561793.09,250532493.85,432.69,direct,
238,1531267200,447.09,425.13,432.69,320795.44,141230265.35,445.59,direct,
239,1531353600,439.25,430.12,445.94,706670.29,304661945.46,431.12,multiply,BTC
240,1531440000,438.52,429.42,431.13,1019502.16,441417097.33,432.97,multiply,BTC
241,1531526400,438.69,433.73,432.96,984771.65,427808808.57,434.42,multiply,BTC
242,1531612800,452.24,440.09,434.39,902330.91,406351224.28,450.34,multiply,BTC
243,1531699200,484.04,473.12,450.4,1043655.73,501160123.06,480.2,multiply,BTC
