,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
172,2018-05-06,9936.96,9441.93,9846.44,62904.49,608650204.19,9644.92,direct,
173,2018-05-07,9662.23,9202.13,9643.99,73842.44,692580062.51,9377.81,direct,
174,2018-05-08,9472.09,9063.07,9377.08,72659.12,673924125.29,9196.13,direct,
175,2018-05-09,9373.46,8987.27,9196.13,67939.11,625495066.08,9321.16,direct,
176,2018-05-10,9393.95,9017.13,9321.52,67915.99,629850604.12,9032.22,direct,
177,2018-05-11,9032.27,8363.5,9032.22,134727.27,1176888629.2,8421.0,direct,
178,2018-05-12,8653.8,8225.97,8420.82,92805.87,783972252.35,8486.67,direct,
179,2018-05-13,8773.96,8350.91,8488.07,61066.94,525395861.86,8709.46,direct,
180,2018-05-14,8883.0,8312.72,8709.46,101370.46,874543293.99,8672.9,direct,
181,2018-05-15,8848.69,8441.25,8672.88,84517.8,730739738.9,8480.16,direct,
182,2018-05-16,8501.65,8119.17,8480.16,95203.5,789660713.22,8344.78,direct,
183,2018-05-17,8476.45,8015.77,8342.69,74445.77,615539512.71,8071.04,direct,
184,2018-05-18,8280.45,7940.35,8071.04,68665.67,558167598.76,8247.91,direct,
185,2018-05-19,8397.27,8160.8,8247.91,45978.21,381458405.45,8249.24,direct,
186,2018-05-20,8591.45,8181.46,8249.24,49694.23,418898289.02,8533.0,direct,
187,2018-05-21,8585.85,8347.88,8533.22,54602.79,463653636.91,8419.65,direct,
188,2018-05-22,8428.6,7962.43,8419.67,66032.52,543342369.36,7992.75,direct,
189,2018-05-23,8031.63,7460.66,7992.75,120597.47,934151146.29,7505.77,direct,
190,2018-05-24,7729.48,7283.77,7505.77,109709.83,826278113.25,7584.74,direct,
191,2018-05-25,7652.37,7347.96,7584.78,84630.56,634474356.99,7475.36,direct,
192,2018-05-26,7626.69,7314.71,7475.36,48994.09,368322782.27,7355.06,direct,
193,2018-05-27,7420.07,7256.67,7355.06,46446.45,341348321.23,7362.23,direct,
194,2018-05-28,7455.55,7092.91,7362.23,72505.5,526854342.95,7118.88,direct,
195,2018-05-29,7533.03,7069.01,7118.88,86536.7,634849312.09,7474.75,direct,
196,2018-05-30,7571.08,7295.78,7474.75,67797.62,505870974.98,7393.02,direct,
197,2018-05-31,7608.87,7349.52,7393.02,60780.47,458223966.12,7502.15,direct,
198,2018-06-01,7614.66,7370.27,7501.74,61082.25,458687659.47,7530.55,direct,
199,2018-06-02,7697.34,7467.79,7530.55,47435.99,362414878.61,7643.26,direct,
200,2018-06-03,7774.96,7606.76,7643.26,42988.84,332313005.46,7719.75,direct,
201,2018-06-04,7760.73,7469.21,7719.73,56223.86,427448262.3,7503.2,direct,
202,2018-06-05,7672.7,7394.97,7503.32,58424.84,440337235.4,7629.4,direct,
203,2018-06-06,7701.35,7504.98,7629.4,51911.42,396116252.65,7661.79,direct,
204,2018-06-07,7755.92,7651.13,7661.79,44318.41,342475552.09,7700.11,direct,
205,2018-06-08,7709.61,7559.5,7700.4,40500.95,310119047.41,7627.52,direct,
206,2018-06-09,7691.74,7495.72,7627.56,28511.04,218013881.09,7513.69,direct,
207,2018-06-10,7514.04,6661.98,7513.76,127797.43,895514425.38,6773.72,direct,
208,2018-06-11,6913.85,6652.89,6773.72,71169.64,482788065.15,6887.37,direct,
209,2018-06-12,6888.33,6462.61,6887.43,75997.29,509372466.34,6556.94,direct,
210,2018-06-13,6623.0,6140.63,6556.94,124304.17,797087281.14,6310.43,direct,
211,2018-06-14,6719.44,6286.23,6310.43,95038.67,620296377.11,6643.26,direct,
212,2018-06-15,6667.23,6380.69,6643.63,57731.42,379228601.07,6396.71,direct,
213,2018-06-16,6569.15,6345.99,6396.71,35851.38,232802782.59,6503.1,direct,
214,2018-06-17,6585.77,6446.38,6503.1,34359.95,224575526.46,6457.78,direct,
215,2018-06-18,6802.03,6401.41,6457.78,65285.57,430241689.13,6714.82,direct,
216,2018-06-19,6839.6,6672.2,6714.56,54949.84,370797057.99,6741.28,direct,
217,2018-06-20,6817.9,6569.96,6741.28,59674.47,400530201.24,6761.27,direct,
218,2018-06-21,6790.08,6687.66,6761.27,43765.89,295690715.67,6720.64,direct,
219,2018-06-22,6731.51,5941.32,6720.64,137346.53,862826624.25,6051.47,direct,
220,2018-06-23,6257.88,6033.2,6051.47,57011.61,350697378.49,6166.54,direct,
221,2018-06-24,6254.02,5782.13,6166.36,110833.06,667479078.32,6157.78,direct,
222,2018-06-25,6344.45,6095.25,6157.78,79086.4,492834172.99,6260.35,direct,
223,2018-06-26,6286.36,6067.49,6260.4,62925.3,391396653.43,6088.39,direct,
224,2018-06-27,6192.11,6021.69,6092.26,62639.82,383457137.86,6141.57,direct,
225,2018-06-28,6172.23,5844.26,6141.57,63585.51,385907044.98,5871.28,direct,
226,2018-06-29,6286.67,5813.02,5870.81,92884.98,554799001.51,6203.8,direct,
227,2018-06-30,6503.33,6194.51,6203.81,65571.19,419284677.69,6385.38,direct,
228,2018-07-01,6429.5,6262.72,6385.43,40809.54,259708490.63,6339.04,direct,
229,2018-07-02,6673.71,5537.86,6342.69,73069.19,465915661.24,6615.66,direct,
230,2018-07-03,6670.3,6473.48,6616.6,54662.02,356390898.98,6509.58,direct,
231,2018-07-04,6777.97,6411.13,6508.43,62355.75,412202352.61,6590.06,direct,
232,2018-07-05,6691.32,6448.23,6589.77,63771.67,421189063.01,6534.81,direct,
233,2018-07-06,6633.44,6458.14,6534.81,47259.68,310759733.14,6602.02,direct,
234,2018-07-07,6814.42,6518.23,6602.03,41785.1,277167900.06,6758.08,direct,
235,2018-07-08,6782.85,6684.15,6758.08,39671.12,268455446.1,6707.38,direct,
236,2018-07-09,6803.1,6625.58,6707.46,48761.43,328316145.78,6668.84,direct,
237,2018-07-10,6683.61,6277.23,6668.84,72513.31,470432142.71,6306.85,direct,
238,2018-07-11,6405.59,6293.68,6306.87,51054.67,327667754.35,6394.36,direct,
239,2018-07-12,6394.93,6084.0,6394.36,65555.38,409078182.65,6253.6,direct,
240,2018-07-13,6349.21,6131.54,6253.66,50964.41,319802271.97,6229.83,direct,
241,2018-07-14,6332.46,6190.18,6229.61,27713.18,174416786.37,6268.75,direct,
242,2018-07-15,6401.5,6245.75,6268.32,34225.9,218543291.78,6364.26,direct,
243,2018-07-16,6761.84,6349.83,6364.26,74798.53,494264915.91,6740.55,direct,
244,2018-07-17,7476.24,6677.56,6740.54,112707.21,799401451.35,7326.7,direct,
245,2018-07-18,7590.65,7253.71,7326.76,105818.71,788460811.94,7383.39,direct,
246,2018-07-19,7563.7,7289.9,7383.39,70179.39,522544440.45,7477.5,direct,
247,2018-07-20,7676.55,7279.34,7477.1,80874.93,603034414.79,7333.93,direct,
248,2018-07-21,7453.07,7220.37,7333.93,40295.77,297440355.21,7405.4,direct,
249,2018-07-22,7569.28,7345.25,7405.4,47479.76,355565264.85,7398.64,direct,
250,2018-07-23,7798.59,7376.66,7398.64,96722.04,745533303.01,7718.0,direct,
251,2018-07-24,8485.71,7692.16,7718.0,143800.43,1166560702.13,8395.82,direct,
252,2018-07-25,8481.11,8061.07,8395.81,89988.19,736530740.43,8170.23,direct,
253,2018-07-26,8302.24,7862.67,8170.37,78993.93,643953970.45,7937.25,direct,
254,2018-07-27,8278.01,7806.25,7937.1,80336.48,646256012.09,8182.89,direct,
255,2018-07-28,8238.04,8070.04,8182.88,36136.12,295872316.42,8230.87,direct,
256,2018-07-29,8291.55,8123.53,8230.82,34073.43,280233415.98,8216.78,direct,
257,2018-07-30,8273.61,7867.44,8216.7,83918.76,681120739.99,8176.06,direct,
258,2018-07-31,8176.27,7663.7,8176.08,97152.13,765186307.24,7735.3,direct,
259,2018-08-01,7760.74,7449.31,7736.25,78466.58,595404848.88,7610.9,direct,
260,2018-08-02,7713.32,7470.86,7610.9,55711.79,424093581.76,7542.34,direct,
261,2018-08-03,7542.49,7296.76,7542.34,79126.57,586982505.83,7417.6,direct,
262,2018-08-04,7490.89,6940.15,7417.6,74300.44,534002935.97,7017.89,direct,
263,2018-08-05,7092.53,6898.31,7017.89,52556.01,368914046.39,7042.39,direct,
264,2018-08-06,7160.4,6854.79,7042.57,58545.04,410408444.75,6945.78,direct,
265,2018-08-07,7150.86,6685.02,6945.77,82683.83,575690006.27,6723.21,direct,
